Food-Name,"Energy-
-kJ","Protein-
-g","Fat
-g","carbohydrate
-g",sugars-g,"Sodium-Na-
-mg","Zinc-Zn-
-mg","Folate
-ug","Pyridoxine-B6-
-mg","Cobalamin-B12-
-ug","Vitamin-D3
-ug","Vitamin-C-
-mg","Vitamin-A
-ug","Iron-Fe-
-mg","Calcium-Ca-
-mg","Selenium-Se-
-ug",per-100g
"Potato, pontiac, peeled, raw",278,2.4,0.1,12.6,0.7,2,0.4,14,0.1,0,0,15,0,0.5,4,0,per 100g
"Potato, pontiac, peeled, baked, no added fat",421,3.6,0.2,19.1,1.1,3,0.61,19,0.14,0,0,18,0,0.76,6,0,per 100g
"Potato, pontiac, peeled, boiled, drained",283,2.4,0.1,12.8,0.7,2,0.39,11,0.08,0,0,11,0,0.48,4,0,per 100g
"Potato, red skin, peeled, raw",240,2.3,0,10.7,1.7,5,0.28,14,0.1,0,0,14,0,0.24,6,0,per 100g
"Potato, red skin, peeled, baked, no added fat",364,3.5,0,16.2,2.6,8,0.42,19,0.14,0,0,17,0,0.36,10,0,per 100g
"Potato, red skin, peeled, boiled, drained",298,2,0,14.2,0.2,11,0.3,37,0.08,0,0,9,0,0.42,6,2.7,per 100g
"Potato, sebago, peeled, raw",303,2.5,0.2,13.8,0.4,4,0.35,14,0.11,0,0,19,0,0.55,3,0,per 100g
"Potato, sebago, peeled, baked, no added fat",460,3.8,0.2,20.8,0.7,7,0.53,19,0.16,0,0,23,0,0.83,4,0,per 100g
"Potato, sebago, peeled, boiled, drained",304,2.5,0.4,13.1,1,8,0.3,37,0.08,0,0,9,0,0.4,10,0.4,per 100g
"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted","1,322",4.8,16.4,35.7,0.2,193,0.5,8,0.03,0.1,0,3,0,1.04,10,0.7,per 100g
"Potato, fries, independent takeaway outlet, deep fried, blended oil, salted","1,361",4.8,17.4,35.7,0.2,210,0.5,8,0.03,0.1,0,3,0,1.04,10,0.7,per 100g
"Pumpkin, butternut, peeled, fresh, raw",189,2.1,0.6,6.9,5.2,1,0.16,41,0.06,0,0,8,462,0.32,18,0,per 100g
"Pumpkin, butternut, peeled, fresh, baked, no added fat",222,2.5,0.7,8.1,6.1,1,0.18,41,0.07,0,0,8,517,0.38,21,0,per 100g
"Pumpkin, butternut, peeled, fresh, boiled, drained",197,2.2,0.6,7.2,5.4,1,0.15,28,0.05,0,0,6,434,0.32,18,0,per 100g
"Pumpkin, golden nugget, peeled, fresh, raw",124,2.2,0.3,4,2.6,1,0.3,41,0.04,0,0,17,562,0.2,22,0,per 100g
"Pumpkin, golden nugget, peeled, fresh, baked, no added fat",146,2.6,0.4,4.7,3,1,0.35,41,0.04,0,0,17,629,0.24,26,0,per 100g
"Pumpkin, golden nugget, peeled, fresh, boiled, drained",129,2.3,0.3,4.2,2.7,1,0.3,28,0.03,0,0,13,527,0.2,22,0,per 100g
"Pumpkin, jarrahdale, peeled, fresh, raw",112,0.7,0.1,4.3,4.3,0,0.07,13,0.04,0,0,9,62,0.12,16,0,per 100g
"Pumpkin, jarrahdale, peeled, fresh, baked, no added fat",132,0.8,0.1,5,5,0,0.08,13,0.04,0,0,9,69,0.15,19,0,per 100g
"Pumpkin, jarrahdale, peeled, fresh, boiled, drained",116,0.7,0.1,4.5,4.5,0,0.07,9,0.03,0,0,7,58,0.12,16,0,per 100g
"Pumpkin, peeled, fresh, raw",144,1.2,0,6.7,6,0,0.16,10,0,0,0,14,172,0.27,19,0,per 100g
"Pumpkin, peeled, fresh, baked, no added fat",170,1.5,0,7.9,7,0,0.19,10,0,0,0,14,192,0.32,22,0,per 100g
"Pumpkin, peeled, fresh, boiled, drained",150,1.3,0,7,6.2,0,0.16,7,0,0,0,11,161,0.27,19,0,per 100g
"Pumpkin, Queensland blue, peeled, fresh, raw",208,2,0.3,8.4,4.9,2,0.3,13,0.04,0,0,24,462,0.9,41,0,per 100g
"Pumpkin, Queensland blue, peeled, fresh, baked, no added fat",244,2.4,0.4,9.9,5.8,2,0.35,13,0.04,0,0,24,516,1.06,48,0,per 100g
"Pumpkin, Queensland blue, peeled, fresh, boiled, drained",216,2.1,0.3,8.8,5.1,2,0.3,9,0.03,0,0,19,433,0.89,40,0,per 100g
"Radish, red skinned, unpeeled, raw",62,0.8,0.2,1.9,1.9,20,0.2,25,0.07,0,0,23,2,1.1,25,0.6,per 100g
"Radish, white skinned, peeled, raw",86,0.7,0.3,2.9,2.9,28,0.5,28,0.05,0,0,17,7,0.3,30,0.7,per 100g
"Rocket, fresh, raw",91,3.3,0.3,0.3,0.3,47,0.4,164,0.1,0,0,83,426,1.56,214,0.8,per 100g
"Rosemary, fresh, raw",396,3.3,5.9,0.6,0.4,26,0.93,109,0.34,0,0,22,790,6.65,317,0.1,per 100g
"Seaweed, nori, dried","1,266",46.7,4.3,2.3,0.3,470,3,"1,400",0.07,0,0,290,"1,167",19,310,13,per 100g
"Seaweed, boiled, drained",228,8.4,0.8,0.4,0,83,0.52,164,0.01,0,0,39,189,3.25,54,2.2,per 100g
"Shallot, peeled, fresh, raw",107,1.5,0.1,3.1,3.1,6,0.3,25,0.1,0,0,22,73,0.41,95,0,per 100g
"Shallot, peeled, fresh, fried, no added fat",172,2.4,0.2,5,5,9,0.48,32,0.15,0,0,30,106,0.66,153,0,per 100g
"Silverbeet, fresh, raw",66,1.5,0.2,1,1,195,0.5,65,0.81,0,0,21,258,2.3,72,0,per 100g
"Silverbeet, fresh, boiled, drained",77,1.8,0.2,1.2,1.2,218,0.56,46,0.71,0,0,14,288,2.57,80,0,per 100g
"Snow pea, fresh, raw",157,3,0.2,4.7,2.9,1,0.6,14,0.08,0,0,46,44,0.9,25,0,per 100g
"Snow pea, fresh, fried, no added fat",196,3.8,0.2,5.9,3.6,1,0.75,14,0.1,0,0,49,50,1.12,31,0,per 100g
"Snow pea, fresh, boiled, drained",169,3.2,0.2,5,3.1,1,0.61,10,0.06,0,0,37,43,0.92,26,0,per 100g
"Spinach, baby, fresh, raw",68,2.8,0,0,0,90,0.77,162,0.15,0,0,25,707,1.75,93,0,per 100g
"Spinach, Mature English, fresh, raw",82,2.4,0.3,0.6,0.6,21,0.6,110,0.16,0,0,27,328,3.2,53,0,per 100g
"Spinach, Mature English, fresh, boiled, drained",97,2.8,0.4,0.7,0.7,23,0.67,78,0.14,0,0,17,366,3.58,59,0,per 100g
"Spinach, water, fresh, raw",110,2.9,0.5,1,0.5,25,0.2,225,0.15,0,0,28,202,2.4,68,0,per 100g
"Sprout, alfalfa, fresh, raw",91,3.2,0.3,0.5,0.5,39,0.5,120,0,0,0,36,8,0.78,19,4.8,per 100g
"Sprout, bean, fresh, raw",94,3.1,0.1,1.6,1,1,0.6,21,0.04,0,0,12,4,0.4,10,0,per 100g
"Squash, button, fresh, raw",110,2.7,0.2,3.2,2.9,1,0.2,17,0.03,0,0,26,42,0.3,6,0,per 100g
"Squash, button, fresh, boiled, drained",130,3.2,0.2,3.8,3.4,1,0.23,13,0.03,0,0,23,45,0.34,7,0,per 100g
"Squash, scallopini, fresh, raw",84,2.2,0.2,2.1,2,9,0.3,17,0.03,0,0,26,110,0.8,19,0,per 100g
"Squash, scallopini, fresh, boiled, drained",100,2.6,0.2,2.5,2.4,10,0.34,13,0.03,0,0,23,117,0.9,21,0,per 100g
"Swede, peeled, fresh, raw",93,0.9,0,3.7,3.4,12,0.2,11,0.11,0,0,27,0,0.3,22,0,per 100g
"Swede, peeled, fresh, boiled, drained",100,1,0,4,3.6,12,0.2,8,0.09,0,0,19,0,0.31,22,0,per 100g
"Sweet potato, orange flesh, peeled, fresh, raw",293,1.9,0.1,14.1,5.6,10,0.5,3,0.22,0,0,31,"1,129",0.5,27,0,per 100g
"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",357,2.3,0.1,17.2,6.8,12,0.61,3,0.25,0,0,30,"1,239",0.61,33,0,per 100g
"Sweet potato, orange flesh, peeled, fresh, boiled, drained",315,2,0.1,15.2,6,10,0.51,2,0.2,0,0,25,"1,032",0.51,28,0,per 100g
"Tamarind, paste, pure","1,048",2.8,0.6,57.4,38.8,28,0.1,14,0.07,0,0,4,3,2.8,74,1.3,per 100g
"Taro, peeled, fresh, raw",469,1.9,0.2,23.4,1.1,6,0.6,62,0.22,0,0,16,5,0.7,12,0,per 100g
"Taro, peeled, fresh, boiled, drained",504,2,0.2,25.2,1.2,6,0.61,43,0.19,0,0,11,5,0.72,12,0,per 100g
"Turnip, white, peeled, fresh, raw",94,1.3,0,3.4,3.2,24,0.2,15,0.11,0,0,23,0,0.3,21,0.2,per 100g
"Turnip, white, peeled, fresh, boiled, no added fat",101,1.4,0,3.6,3.4,24,0.2,10,0.09,0,0,16,0,0.31,21,0.2,per 100g
"Yam, wild harvested, cooked",448,3.2,0.3,20.9,0.5,4,0.25,36,0.08,0,0,10,0,0.35,3,1.1,per 100g
"Tomato, cherry, raw",90,0.9,0,3.5,3.5,6,0.16,14,0.02,0,0,26,42,0.63,14,0,per 100g
"Tomato, common, raw",73,0.6,0,3,2.5,4,0.12,15,0.03,0,0,14,34,0.23,11,0.4,per 100g
"Tomato, roma, raw",74,1,0.1,2.4,2.3,8,0.31,16,0.03,0,0,18,26,0.27,9,0.4,per 100g
"Tomato, paste, with added salt",277,3.1,0.3,10.4,9.9,630,0.4,12,2.03,0,0,15,220,1.6,28,0.9,per 100g
"Tomato, paste, no added salt",266,3.4,0.5,10.1,9.6,36,0.4,12,2.04,0,0,15,220,4.7,28,0.9,per 100g
"Tomato, puree, commercial",98,1.2,0.1,3.8,3.8,249,0.16,26,0.03,0,0,6,55,0.58,22,0.4,per 100g
"Tomato, sundried","1,101",11.2,4.6,35.2,33.9,73,13.6,68,0.33,0,0,3,483,5.6,100,10,per 100g
"Tomato, whole, canned in tomato juice, undrained",79,0.9,0,3,3,52,0.14,19,0.02,0,0,5,62,0.79,20,0,per 100g
"Tomato, whole, canned in tomato juice, drained",88,0.8,0.3,3,3,86,0.1,15,0.03,0,0,10,66,0.2,27,0.4,per 100g
"Vine leaf, grape, canned",254,4.3,2,1.8,1.8,"2,853",0.4,78,0.14,0,0,11,473,2.98,289,0,per 100g
"Water chestnut, peeled, canned, drained",218,0.6,0.9,9.3,5.1,10,0.5,6,0.16,0,0,0,4,2.8,3,0.7,per 100g
"Watercress, raw",110,2.9,0.4,0.8,0.7,48,0.7,280,0.06,0,0,101,335,3,85,0.6,per 100g
"Zucchini, green skin, fresh, unpeeled, raw",65,0.9,0.3,1.7,1.7,1,0.33,17,0.03,0,0,24,46,0.5,18,0,per 100g
"Zucchini, green skin, fresh, unpeeled, fried, no added fat",92,1.3,0.4,2.4,2.4,1,0.47,19,0.04,0,0,29,60,0.71,25,0,per 100g
"Zucchini, green skin, fresh, unpeeled, boiled, drained",77,1.1,0.4,2,2,1,0.37,13,0.03,0,0,21,50,0.56,20,0,per 100g
"Zucchini, golden, fresh, unpeeled, raw",78,2.2,0.3,1.1,1.1,1,0.7,17,0.03,0,0,30,18,0.4,16,0,per 100g
"Zucchini, golden, fresh, unpeeled, fried, no added fat",111,3.1,0.4,1.6,1.6,1,1,17,0.04,0,0,36,22,0.57,23,0,per 100g
"Zucchini, golden, fresh, unpeeled, boiled, drained",93,2.6,0.4,1.3,1.3,1,0.79,13,0.03,0,0,27,20,0.45,18,0,per 100g
"Vanilla, artificial or imitation",231,0,0,14.4,14.4,3,0.01,0,0.01,0,0,0,0,0.05,3,0,per 100ml
"Beer, high alcohol (5% v/v & above)",176,0.5,0,2.1,0.2,4,0,0,0.03,0,0,0,0,0.01,4,0,per 100ml
"Beer, full strength (alcohol 4-4.9% v/v)",153,0.4,0,2.3,0,4,0,0,0.03,0,0,0,0,0,4,0,per 100ml
"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified",127,0.3,0,1,0,4,0,0,0.03,0,0,0,0,0.01,3,0,per 100ml
"Beer, mid-strength (alcohol 3-3.9% v/v)",129,0.3,0,2.2,0,3,0,0,0.03,0,0,0,0,0,4,0,per 100ml
"Beer, light (alcohol 1-2.9% v/v)",101,0.2,0,2.2,0,3,0,0,0.03,0,0,0,0,0,3,0,per 100ml
"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",856,0,0,0.1,0.1,3,0.02,0,0,0,0,0,0,0.05,0,0,per 100ml
"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",290,0,0,0.3,0.3,2,0.06,0,0,0,0,0,0,0.06,0,0,per 100ml
"Cider, apple (alcohol approximately 4-5% v/v)",211,0,0,5.6,5.6,3,0.01,0,0.02,0,0,2,0,0.02,3,0,per 100ml
"Wine, red, cabernet sauvignon",328,0.3,0,0.2,0.2,4,0.07,0,0,0,0,0,0,0.14,7,0,per 100ml
"Wine, red, merlot",326,0.3,0,0.4,0.4,5,0.07,0,0,0,0,0,0,0.17,7,0,per 100ml
"Wine, red, pinot noir",318,0.2,0,0.2,0.2,2,0.1,0,0,0,0,0,0,0.17,7,0,per 100ml
"Wine, red, shiraz",338,0.2,0,0.1,0.1,7,0.09,0,0,0,0,0,0,0.18,6,0,per 100ml
"Wine, red",332,0.2,0,0.2,0.2,5,0.08,0,0,0,0,0,0,0.17,7,0,per 100ml
"Wine, red, cooked",122,0.3,0,0.2,0.2,5,0.09,0,0,0,0,0,0,0,8,0,per 100ml
"Wine, red, sparkling",338,0.2,0,2,2,7,0.09,0,0,0,0,0,0,0.18,6,0,per 100ml
"Wine, rose",289,0.2,0,0.7,0.7,5,0.06,0,0,0,0,0,0,0.08,8,0,per 100ml
"Wine, white, sauvignon blanc",293,0.2,0,0.1,0.1,2,0.06,0,0,0,0,0,0,0.09,8,0,per 100ml
"Wine, white, semillon",267,0.2,0,0.2,0.2,6,0.07,0,0,0,0,6,0,0.21,9,0,per 100ml
"Wine, white, chardonnay",307,0.3,0,0.3,0.3,4,0.09,0,0,0,0,0,0,0.17,7,0,per 100ml
"Wine, white, riesling",292,0.2,0,0.4,0.4,7,0.08,0,0,0,0,0,0,0.1,10,0,per 100ml
"Wine, white",301,0.3,0,0.2,0.2,4,0.08,0,0,0,0,1,0,0.16,8,0,per 100ml
"Wine, white, cooked",107,0.2,0,0.3,0.3,5,0.08,0,0.06,0,0,2,0,0.15,9,0,per 100ml
"Wine, white, sparkling",306,0.2,0,1,1,2,0.06,0,0,0,0,0,0,0.19,7,0,per 100ml
"Wine, white, sparkling",517,0.4,0,15.3,15.3,13,0.1,0,0,0,0,0,0,0.2,15,0,per 100ml
"Wine, fortified, port",624,0.2,0,12.9,12.9,16,0.06,0,0.09,0,0,0,0,0.2,5,0,per 100ml
"Wine, fortified, sherry, dry style (approximately 1% sugars)",431,0.1,0,1.2,1.2,19,0.06,0,0.05,0,0,0,0,0.06,5,0,per 100ml
"Wine, fortified, sherry, sweet style (approximately 11% sugars)",594,0.2,0,11.4,11.4,18,0.06,0,0.05,0,0,0,0,0.1,4,0,per 100ml
"Protein powder, whey based, protein >70%, unfortified, prepared with water",264,14.3,0.4,0.3,0.2,36,0.05,21,0.02,0.8,0.1,0,1,0.09,72,11.3,per 100ml
"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk",407,4.2,4.2,10.6,9.4,40,0.47,9,0.21,0.4,1.33,4,93,1.67,167,1.7,per 100ml
"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk",367,3.6,3.6,10.6,10.4,45,0.49,4,0.02,0.3,0.09,0,42,0.15,104,1.3,per 100ml
"Coffee, black, from instant coffee powder",5,0.2,0,0,0,3,0.01,0,0,0,0,0,0,0.03,3,0,per 100ml
"Coffee, black, from instant coffee powder, decaffeinated",5,0.2,0,0,0,3,0.01,0,0,0,0,0,0,0.03,3,0,per 100ml
"Coffee, prepared from coffee mix with sugar & whitener, no added milk",82,0.6,0.6,2.8,1.9,22,0.05,0,0,0,0.01,0,0,0.04,18,0.3,per 100ml
"Coffee, espresso, from ground coffee beans",40,1.7,0.3,0,0,2,0.06,0,0,0,0,0,0,0,11,0,per 100ml
"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cows milk",198,2.9,2.6,3.5,3.5,30,0.38,0,0,0.3,0.06,0,24,0,97,2,per 100ml
"Coffee, long black, from ground coffee beans",8,0.3,0.1,0,0,3,0.02,0,0,0,0,0,0,0,3,0,per 100ml
"Cordial base, 25% citrus fruit juice, regular",739,0,0,45.5,45.5,15,0,12,0.02,0,0,5,2,0,4,0,per 100ml
"Cordial, 25% citrus fruit juice, regular, recommended dilution",149,0,0,9.2,9.2,5,0,2,0,0,0,1,0,0,2,0,per 100ml
"Cordial base, 40% citrus fruit juice, regular",804,0.2,0,49,49,52,0,12,0.02,0,0,10,3,0.12,5,0,per 100ml
"Cordial, 40% citrus fruit juice, regular, recommended dilution",162,0,0,9.9,9.9,13,0,2,0,0,0,2,0,0.03,2,0,per 100ml
"Cordial base, blackcurrant juice, regular",892,0.1,0,54.9,54.9,0,0.07,1,0.05,0,0,90,0,0.4,7,0,per 100ml
"Cordial, blackcurrant juice, regular, recommended dilution",159,0,0,9.8,9.8,2,0.02,0,0.01,0,0,16,0,0.08,3,0,per 100ml
"Fruit drink, apple juice",142,0.1,0,8.5,8.1,6,0,0,0,0,0,32,0,0,2,0,per 100ml
"Fruit drink, cranberry",189,0,0,11.8,11.8,17,0.1,1,0.05,0,0,17,5,0.26,8,0.1,per 100ml
"Fruit drink, orange juice",170,0.2,0,10,10,9,0.01,8,0.01,0,0,5,8,0.05,8,0.5,per 100ml
"Juice, apple, commercial, added vitamin C",127,0.2,0,7.4,7.4,6,0.02,33,0,0,0,35,0,0.05,7,0.5,per 100ml
"Juice, apple & blackcurrant, commercial",171,0.2,0,9.7,9.7,7,0.01,0,0,0,0,28,0,0,5,0,per 100ml
"Juice, lemon",120,0.6,0.2,1.9,1.9,2,0.1,8,0.08,0,0,48,2,0.32,21,0.4,per 100ml
"Juice, lime",128,0.8,0.2,1.3,1.3,3,0.1,6,0.04,0,0,47,5,0.32,23,0.4,per 100ml
"Juice, orange, commercial",117,0.8,0,5.7,5.7,3,0.03,53,0,0,0,72,2,0.04,7,0.2,per 100ml
"Juice, orange & mango, commercial",152,0.6,0,8,8,4,0.05,27,0,0,0,85,8,0,9,0,per 100ml
"Water, coconut, commercial",54,0.2,0,3.2,3.2,36,0.02,0,0,0,0,10,0,0,12,0,per 100ml
"Mineral water, natural, unflavoured",0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,per 100ml
"Mineral water, citrus flavoured",158,0,0,9.7,9.7,16,0,1,0,0,0,0,0,0.06,5,0,per 100ml
"Soft drink, cola flavour",214,0,0.3,12.8,12.8,2,0,0,0,0,0,0,0,0,1,0,per 100ml
"Soft drink, cola flavour, decaffeinated",214,0,0.3,12.8,12.8,2,0,0,0,0,0,0,0,0,1,0,per 100ml
"Soft drink, cola flavour, intense sweetened or diet",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,per 100ml
"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,per 100ml
"Soft drink, energy drink, Red Bull",191,0.1,0,11.3,11.3,74,0,0,2.38,2.1,0,0,0,0,9,0,per 100ml
"Soft drink, energy drink, V",191,0.1,0,11.3,11.3,116,0,0,2.62,0.6,0,0,0,0,9,0,per 100ml
"Soft drink, fruit flavours",148,0,0,9.2,9.2,15,0,0,0,0,0,0,0,0,2,0,per 100ml
"Soft drink, fruit flavours, intense sweetened or diet",1,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,per 100ml
"Kombucha, flavoured, added juice or intense sweeteners",27,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,per 100ml
"Soft drink, tonic water",146,0,0,9.1,9.1,12,0.1,0,0,0,0,0,0,0.01,1,0,per 100ml
"Soft drink, tonic water, intense sweetened or diet",1,0,0,0,0,12,0.1,0,0,0,0,0,0,0.01,1,0,per 100ml
"Tea, green, plain, without milk",7,0.2,0.1,0,0,1,0.05,0,0,0,0,0,0,0,3,0,per 100ml
"Tea, regular, black, brewed from leaf or teabags, without milk",1,0.1,0,0,0,0,0.01,4,0,0,0,0,0,0,1,0,per 100ml
"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",6,0.1,0.1,0,0,0,0,11,0,0,0,0,0,0,0,0,per 100ml
"Water, bottled, still",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,per 100ml
"Water, tap",0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,per 100ml
"Water, soda",0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,per 100ml
"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",330,3.2,1.5,12.8,7.2,50,0.22,10,0.14,0.6,0,0,62,0.39,152,1,per 100ml
"Dressing, French or Italian, regular fat, commercial",976,0.1,20.2,12,11.7,999,0,0,0,0.1,0,0,0,0,0,0,per 100ml
"Dressing, thousand island, regular fat, commercial","1,584",1.1,33.7,17.6,15.6,931,0,0,0.06,0,0,0,18,0.32,13,1.1,per 100ml
"Gravy, prepared from dry powder with water",110,0.7,0.5,4.6,0,507,0.06,1,0.01,0,0,0,0,0.1,4,0.7,per 100ml
"Mayonnaise, traditional (greater than 65% fat), commercial","2,625",0.8,66.5,8.6,7.8,475,0.08,0,0,0,0.3,0,5,0,8,1.8,per 100ml
"Dip, hummus, commercial","1,039",6.9,19.5,9.4,0.8,410,1.2,91,0.06,0,0,0,0,1.6,49,4.5,per 100ml
"Mayonnaise, low fat, commercial",555,0.5,1.9,29.3,22.1,732,0,0,0,0,0,0,0,0.32,9,2.2,per 100ml
"Mustard, cream style",407,6.8,3.6,7.2,4.2,"1,661",0.94,9,0,0,0,0,18,2.34,97,58.5,per 100ml
"Sauce, barbecue, commercial",819,0.9,0.1,47.7,43.4,802,0.03,0,0,0,0,0,8,0.45,14,0.6,per 100ml
"Sauce, butter chicken, commercial",465,1.5,8.5,6.6,4.1,522,0.28,32,0.01,0,0,0,21,0.88,24,1.6,per 100ml
"Sauce, cranberry, commercial",759,0,0,46.8,46.8,58,0.04,1,0.02,0,0,1,0,0.48,4,0.5,per 100ml
"Sauce, fish, commercial",260,8.3,0.4,5.4,5.4,"10,071",0.91,62,0.48,0,0,0,8,1.89,37,25.6,per 100ml
"Sauce, hoi sin (hoisin), commercial",996,1.8,5.8,40.2,36.2,"1,674",0.65,25,0.06,0,0,1,5,5.08,44,0,per 100ml
"Sauce, oyster, commercial",574,3.4,1.2,25.6,19,"4,624",1.1,18,0.02,0,0,0,50,4.76,49,5.4,per 100ml
"Sauce, pasta or simmer, commercial, low fat",271,0.9,3.3,7.4,4,318,0.23,37,1.75,0,0,0,4,0.91,10,1.1,per 100ml
"Sauce, pasta, basil pesto, commercial","1,838",6.1,42.7,8.5,2.4,"1,439",1.25,39,0.29,0.5,0,0,59,1.62,169,6.3,per 100ml
"Sauce, pasta, cheese or cream-based, commercial",384,1.4,7.2,5.6,2.9,511,0.13,14,0,0.1,0.02,0,7,0,33,0,per 100ml
"Sauce, pasta, tomato-based, commercial, heated",248,1.8,1.6,8.2,6.9,413,0.21,67,0.14,0,0,1,56,0.81,29,0.8,per 100ml
"Sauce, plum, commercial","1,236",0.2,1,72.9,62.2,"1,226",1.16,8,0.1,0,0,2,8,3.22,19,0.5,per 100ml
"Sauce, rogan josh, commercial",333,1.7,4.6,7,3.5,574,0.32,34,0.09,0,0,0,12,1.24,32,0,per 100ml
"Sauce, salsa, tomato-based, commercial",160,1.4,0,6.9,5.4,528,0.19,40,0.1,0,0,9,33,0.67,40,0,per 100ml
"Sauce, simmer for chicken, commercial",433,0.9,8.5,5.4,3.7,240,0.2,34,0.34,0,0,0,0,0.7,10,1,per 100ml
"Sauce, simmer, curry flavoured, commercial",558,2.4,7.8,12.1,8,576,0.32,33,0.09,0,0,0,36,1.24,35,0,per 100ml
"Sauce, soy, commercial",219,7.2,0,3.4,2.3,"5,880",0.54,36,0,0,0,0,0,1.36,22,2.8,per 100ml
"Sauce, soy, commercial, reduced salt",170,5.7,0,2.8,1.8,"3,778",0.32,46,0.1,0,0,0,0,2.31,18,5.2,per 100ml
"Sauce, tabasco, commercial",56,1.3,0.7,0.1,0.1,620,0.16,1,0.15,0,0,4,161,1.14,12,0.5,per 100ml
"Sauce, tomato, commercial",454,1.4,0,25.1,24.6,905,0.16,16,0,0,0,0,42,0.68,14,0,per 100ml
"Sauce, tomato, commercial, reduced salt",454,1.4,0,25.1,24.6,550,0.14,16,0,0,0,0,42,0.64,12,0,per 100ml
"Sauce, white, savoury, homemade",792,4.2,14.3,11.5,5.4,138,0.39,5,0.02,0.3,0.23,0,111,0.12,105,2.4,per 100ml
"Sauce, Worcestershire, commercial",380,1.5,0.2,21.5,20.6,"1,293",0.49,2,0.74,0.2,0,0,2,4.51,195,4.9,per 100ml
Vinegar (except balsamic vinegar),66,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,per 100ml
"Cream, thickened, regular fat (approximately 35%)","1,451",2.1,37.2,2.5,2.5,28,0.2,66,0,0.2,0,0,288,0,62,0,per 100ml
"Cream, imitation (non-dairy)","1,119",1,22,17.9,16.5,58,0.14,0,0,0,0,0,0,0,17,6.1,per 100ml
"Cream, sour, regular fat","1,386",1.9,35.6,2,2,19,0.18,56,0,0.1,0,0,336,0,49,0,per 100ml
"Cream, sour, light (approximately 18% fat)",886,3.7,20.1,4.6,4.6,19,0.18,58,0,0.1,0,0,196,0,82,0,per 100ml
"Ice cream, vanilla flavour, regular fat",433,2,5.8,11.3,10.1,26,0.13,5,0.02,0,0,0,100,0.05,51,0.6,per 100ml
"Ice cream, vanilla flavour, premium or rich (~15% fat)",577,2,8.5,14.2,12.4,23,0.21,10,0,0.2,0,0,108,0,69,0,per 100ml
"Milk, cow, fluid, regular fat (3.5% fat)",279,3.4,3.5,5.5,5.5,36,0.34,5,0.02,0.4,0.1,0,46,0.02,109,1.3,per 100ml
"Milk, cow, fluid, regular fat (3.5% fat), added omega 3 polyunsaturates",261,3.2,3.3,5.2,5.2,41,0.12,14,0.07,0.6,0.1,0,51,0.45,113,0.5,per 100ml
"Milk, cow, fluid, reduced fat (1% fat)",188,3.5,1.2,5,5,38,0.38,5,0.01,0.2,0.1,0,14,0.01,119,0.8,per 100ml
"Milk, cow, fluid, reduced fat (1.5% fat), added omega 3 polyunsaturates",222,4.7,1.4,5.3,5.3,42,0.12,27,0.04,0.6,0.1,0,11,0.46,114,0.5,per 100ml
"Milk, cow, fluid, skim (0.15% fat)",152,3.7,0,5.5,5.5,40,0.42,9,0.02,0.8,0.1,0,0,0,120,1.4,per 100ml
"Milk, cow, fluid, skim (0.15% fat), added milk solids",180,4.4,0,6.6,6.6,47,0.48,10,0.02,0.8,0.11,0,0,0,140,1.7,per 100ml
"Milk, cow, fluid, lactose free, regular fat (3.5% fat)",256,3.2,3.3,4.8,4.6,36,0.39,0,0.02,0.5,0.1,0,54,0,113,2.2,per 100ml
"Milk, cow, fluid, lactose free, reduced fat (1% fat)",191,3.5,1.2,5.2,5,43,0.4,0,0.02,0.5,0.1,0,22,0,122,2.2,per 100ml
"Milk, cow, fluid, flavoured, chocolate, reduced fat",277,3.5,2,9,9,49,0.41,6,0,0.2,0.09,0,24,0.22,118,1.7,per 100ml
"Milk, cow, canned, evaporated, regular",635,8.1,8.8,10.7,10.7,113,0.86,0,0,0.2,0.06,1,88,0.16,276,6.5,per 100ml
"Milk, cow, canned, evaporated, reduced fat (approximately 2% fat)",410,8.4,2.3,11.4,11.4,113,0.97,0,0,0.2,0.06,0,19,0.32,288,6.5,per 100ml
